"","x"
"251","https://stackoverflow.com/questions/9547518/create-a-data-frame-where-a-column-is-a-list"
"252","https://stackoverflow.com/questions/10014187/displaying-text-below-the-plot-generated-by-ggplot2"
"253","https://stackoverflow.com/questions/6947587/matching-a-string-with-different-possibilities-using-grep"
"254","https://stackoverflow.com/questions/18165863/multirow-axis-labels-with-nested-grouping-variables"
"255","https://stackoverflow.com/questions/27662162/error-in-my-code-target-of-assignment-expands-to-non-language-object"
"256","https://stackoverflow.com/questions/8212699/group-by-multiple-columns-and-sum-other-multiple-columns"
"257","https://stackoverflow.com/questions/7976001/adding-a-column-of-means-by-group-to-original-data"
"258","https://stackoverflow.com/questions/13649473/add-a-common-legend-for-combined-ggplots"
"259","https://stackoverflow.com/questions/6467277/proxy-setting-for-r"
"260","https://stackoverflow.com/questions/3412911/r-exe-rcmd-exe-rscript-exe-and-rterm-exe-whats-the-difference"
"261","https://stackoverflow.com/questions/27004002/eachi-in-data-table"
"262","https://stackoverflow.com/questions/2209258/merge-several-data-frames-into-one-data-frame-with-a-loop"
"263","https://stackoverflow.com/questions/15790743/data-table-meta-programming"
"264","https://stackoverflow.com/questions/6289538/aggregate-a-dataframe-on-a-given-column-and-display-another-column"
"265","https://stackoverflow.com/questions/3744178/ggplot2-sorting-a-plot"
"266","https://stackoverflow.com/questions/6017460/position-geom-text-on-dodged-barplot"
"267","https://stackoverflow.com/questions/10807804/offline-install-of-r-package-and-dependencies"
"268","https://stackoverflow.com/questions/14454476/get-the-difference-between-dates-in-terms-of-weeks-months-quarters-and-years"
"269","https://stackoverflow.com/questions/20571306/multi-row-x-axis-labels-in-ggplot-line-chart"
"270","https://stackoverflow.com/questions/29775461/how-can-i-spread-repeated-measures-of-multiple-variables-into-wide-format"
"271","https://stackoverflow.com/questions/1502910/how-can-i-count-runs-in-a-sequence"
"272","https://stackoverflow.com/questions/24119599/how-to-assign-a-unique-id-number-to-each-group-of-identical-values-in-a-column"
"273","https://stackoverflow.com/questions/8613237/extract-info-inside-all-parenthesis-in-r"
"274","https://stackoverflow.com/questions/12840294/counting-unique-distinct-values-by-group-in-a-data-frame"
"275","https://stackoverflow.com/questions/8333838/generate-a-sequence-of-the-last-day-of-the-month-over-two-years"
"276","https://stackoverflow.com/questions/16951080/can-lists-be-created-that-name-themselves-based-on-input-object-names"
"277","https://stackoverflow.com/questions/18989001/how-can-i-put-a-transformed-scale-on-the-right-side-of-a-ggplot2"
"278","https://stackoverflow.com/questions/6290605/load-r-package-from-character-string"
"279","https://stackoverflow.com/questions/21807987/calculate-the-mean-for-each-column-of-a-matrix-in-r"
"280","https://stackoverflow.com/questions/39262534/fitting-a-linear-model-with-multiple-lhs"
"281","https://stackoverflow.com/questions/18895020/frequency-counts-in-r"
"282","https://stackoverflow.com/questions/1249548/side-by-side-plots-with-ggplot2"
"283","https://stackoverflow.com/questions/6262203/measuring-function-execution-time-in-r"
"284","https://stackoverflow.com/questions/2453326/fastest-way-to-find-second-third-highest-lowest-value-in-vector-or-column"
"285","https://stackoverflow.com/questions/6902087/proper-fastest-way-to-reshape-a-data-table"
"286","https://stackoverflow.com/questions/24576515/relative-frequencies-proportions-with-dplyr"
"287","https://stackoverflow.com/questions/2885660/how-to-send-email-with-attachment-from-r-in-windows"
"288","https://stackoverflow.com/questions/14604439/plot-multiple-boxplot-in-one-graph"
"289","https://stackoverflow.com/questions/11889625/annotating-text-on-individual-facet-in-ggplot2"
"290","https://stackoverflow.com/questions/15759117/what-exactly-is-copy-on-modify-semantics-in-r-and-where-is-the-canonical-source"
"291","https://stackoverflow.com/questions/5319839/read-multiple-csv-files-into-separate-data-frames"
"292","https://stackoverflow.com/questions/6313079/quit-and-restart-a-clean-r-session-from-within-r"
"293","https://stackoverflow.com/questions/1395410/how-to-print-r-graphics-to-multiple-pages-of-a-pdf-and-multiple-pdfs"
"294","https://stackoverflow.com/questions/18046051/setting-individual-axis-limits-with-facet-wrap-and-scales-free-in-ggplot2"
"295","https://stackoverflow.com/questions/26917689/how-to-use-facets-with-a-dual-y-axis-ggplot"
"296","https://stackoverflow.com/questions/18201074/find-how-many-times-duplicated-rows-repeat-in-r-data-frame"
"297","https://stackoverflow.com/questions/21308436/dplyr-filter-get-rows-with-minimum-of-variable-but-only-the-first-if-multiple"
"298","https://stackoverflow.com/questions/12410908/combine-legends-for-color-and-shape-into-a-single-legend"
"299","https://stackoverflow.com/questions/16947643/getting-imported-json-data-into-a-data-frame-in-r"
"300","https://stackoverflow.com/questions/14570293/special-variables-in-ggplot-count-density-etc"
"301","https://stackoverflow.com/questions/10921791/melt-reshape-in-excel-using-vba"
"302","https://stackoverflow.com/questions/11020437/consistent-width-for-geom-bar-in-the-event-of-missing-data"
"303","https://stackoverflow.com/questions/6862742/draw-a-circle-with-ggplot2"
"304","https://stackoverflow.com/questions/15201305/how-to-convert-a-list-consisting-of-vector-of-different-lengths-to-a-usable-data"
"305","https://stackoverflow.com/questions/6112803/how-to-create-a-consecutive-index-based-on-a-grouping-variable-in-a-dataframe"
"306","https://stackoverflow.com/questions/27464893/getting-warning-newdata-had-1-row-but-variables-found-have-32-rows-on-pred"
"307","https://stackoverflow.com/questions/3991905/sum-rows-in-data-frame-or-matrix"
"308","https://stackoverflow.com/questions/3079415/define-right-parameter-with-a-variable-in-r"
"309","https://stackoverflow.com/questions/33051386/dcast-restructuring-from-long-to-wide-format-not-working"
"310","https://stackoverflow.com/questions/12135971/identify-groups-of-linked-episodes-which-chain-together"
"311","https://stackoverflow.com/questions/12773822/why-does-xy-join-of-data-tables-not-allow-a-full-outer-join-or-a-left-join"
"312","https://stackoverflow.com/questions/5453336/plot-correlation-matrix-into-a-graph"
"313","https://stackoverflow.com/questions/3472980/ggplot-how-to-change-facet-labels"
"314","https://stackoverflow.com/questions/11335836/increase-number-of-axis-ticks"
"315","https://stackoverflow.com/questions/15673550/why-is-rbindlist-better-than-rbind"
"316","https://stackoverflow.com/questions/8855589/a-comprehensive-survey-of-the-types-of-things-in-r-mode-and-class-and-type"
"317","https://stackoverflow.com/questions/2622777/exception-handling-in-r"
"318","https://stackoverflow.com/questions/6364783/capitalize-the-first-letter-of-both-words-in-a-two-word-string"
"319","https://stackoverflow.com/questions/9068397/import-text-file-as-single-character-string"
"320","https://stackoverflow.com/questions/4954507/calculate-the-area-under-a-curve"
"321","https://stackoverflow.com/questions/5388832/how-to-get-a-vertical-geom-vline-to-an-x-axis-of-class-date"
"322","https://stackoverflow.com/questions/7519790/assign-multiple-new-variables-on-lhs-in-a-single-line-in-r"
"323","https://stackoverflow.com/questions/2603184/r-pass-by-reference"
"324","https://stackoverflow.com/questions/22959635/remove-duplicated-rows-using-dplyr"
"325","https://stackoverflow.com/questions/13297155/add-floating-axis-labels-in-facet-wrap-plot"
"326","https://stackoverflow.com/questions/2150138/how-to-parse-milliseconds"
"327","https://stackoverflow.com/questions/4798343/convert-factor-to-integer"
"328","https://stackoverflow.com/questions/2458013/what-ways-are-there-to-edit-a-function-in-r"
"329","https://stackoverflow.com/questions/1335830/why-cant-rs-ifelse-statements-return-vectors"
"330","https://stackoverflow.com/questions/21815060/dplyr-how-to-use-group-by-inside-a-function"
"331","https://stackoverflow.com/questions/9847054/how-to-get-summary-statistics-by-group"
"332","https://stackoverflow.com/questions/2247045/chopping-a-string-into-a-vector-of-fixed-width-character-elements"
"333","https://stackoverflow.com/questions/12386005/r-stacked-percentage-bar-plot-with-percentage-of-binary-factor-and-labels-with"
"334","https://stackoverflow.com/questions/4189807/only-keep-min-value-for-each-factor-level"
"335","https://stackoverflow.com/questions/9916283/twitter-roauth-and-windows-register-ok-but-certificate-verify-failed"
"336","https://stackoverflow.com/questions/14719349/error-c-stack-usage-is-too-close-to-the-limit"
"337","https://stackoverflow.com/questions/24536154/what-does-mean-in-r"
"338","https://stackoverflow.com/questions/5490638/how-to-change-the-order-of-facet-labels-in-ggplot-custom-facet-wrap-labels"
"339","https://stackoverflow.com/questions/11388359/unique-combination-of-all-elements-from-two-or-more-vectors"
"340","https://stackoverflow.com/questions/2053397/long-bigint-decimal-equivalent-datatype-in-r"
"341","https://stackoverflow.com/questions/520810/does-r-have-quote-like-operators-like-perls-qw"
"342","https://stackoverflow.com/questions/14855246/multiple-use-of-the-positional-operator-to-update-nested-arrays"
"343","https://stackoverflow.com/questions/27237835/how-to-strsplit-different-number-of-strings-in-certain-column-by-do-function"
"344","https://stackoverflow.com/questions/37809094/create-group-names-for-consecutive-values"
"345","https://stackoverflow.com/questions/2050790/how-to-correctly-use-lists-in-r"
"346","https://stackoverflow.com/questions/6081439/changing-column-names-of-a-data-frame"
"347","https://stackoverflow.com/questions/10085806/extracting-specific-columns-from-a-data-frame"
"348","https://stackoverflow.com/questions/7714677/r-scatterplot-with-too-many-points"
"349","https://stackoverflow.com/questions/6286313/remove-an-entire-column-from-a-data-frame-in-r"
"350","https://stackoverflow.com/questions/102056/how-to-search-for-r-materials"
"351","https://stackoverflow.com/questions/11680579/assign-multiple-columns-using-in-data-table-by-group"
"352","https://stackoverflow.com/questions/14604435/turning-off-some-legends-in-a-ggplot"
"353","https://stackoverflow.com/questions/2098368/concatenate-a-vector-of-strings-character"
"354","https://stackoverflow.com/questions/21818181/applying-a-function-to-every-row-of-a-table-using-dplyr"
"355","https://stackoverflow.com/questions/3796266/change-the-class-from-numeric-to-factor-of-many-columns-in-a-data-frame"
"356","https://stackoverflow.com/questions/14680075/simpler-population-pyramid-in-ggplot2"
"357","https://stackoverflow.com/questions/16819956/invalid-factor-level-na-generated"
"358","https://stackoverflow.com/questions/2540129/lattice-multiple-plots-in-one-window"
"359","https://stackoverflow.com/questions/11977102/order-data-frame-rows-according-to-a-target-vector-that-specifies-the-desired-or"
"360","https://stackoverflow.com/questions/9665984/how-to-delete-multiple-values-from-a-vector"
"361","https://stackoverflow.com/questions/19379081/how-to-replace-na-values-in-a-table-for-selected-columns-data-frame-data-tab"
"362","https://stackoverflow.com/questions/17148679/construct-a-manual-legend-for-a-complicated-plot"
"363","https://stackoverflow.com/questions/4124900/is-there-a-way-to-use-two-statements-in-a-function-in-r"
"364","https://stackoverflow.com/questions/14755425/what-are-the-standard-unambiguous-date-formats"
"365","https://stackoverflow.com/questions/14568662/paste-multiple-columns-together"
"366","https://stackoverflow.com/questions/25664007/reorder-bars-in-geom-bar-ggplot2"
"367","https://stackoverflow.com/questions/28987622/starting-shiny-app-after-password-input"
"368","https://stackoverflow.com/questions/8139677/how-to-flatten-a-list-to-a-list-without-coercion"
"369","https://stackoverflow.com/questions/26492280/non-standard-evaluation-nse-in-dplyrs-filter-pulling-data-from-mysql"
"370","https://stackoverflow.com/questions/19339296/plotting-contours-on-an-irregular-grid"
"371","https://stackoverflow.com/questions/9563368/create-stacked-barplot-where-each-stack-is-scaled-to-sum-to-100"
"372","https://stackoverflow.com/questions/12982528/how-to-create-an-r-function-programmatically"
"373","https://stackoverflow.com/questions/13279582/select-only-the-first-rows-for-each-unique-value-of-a-column-in-r"
"374","https://stackoverflow.com/questions/19612348/break-x-axis-in-r"
"375","https://stackoverflow.com/questions/17325521/r-shiny-display-loading-message-while-function-is-running"
"376","https://stackoverflow.com/questions/6988184/combining-two-data-frames-of-different-lengths"
"377","https://stackoverflow.com/questions/5700505/windows-7-update-packages-problem-unable-to-move-temporary-installation"
"378","https://stackoverflow.com/questions/1837968/how-to-tell-what-is-in-one-vector-and-not-another"
"379","https://stackoverflow.com/questions/14720983/efficiently-generate-a-random-sample-of-times-and-dates-between-two-dates"
"380","https://stackoverflow.com/questions/27125672/what-does-function-mean-in-r"
"381","https://stackoverflow.com/questions/17697239/unlist-a-list-of-dataframes"
"382","https://stackoverflow.com/questions/5886018/using-unicode-dingbat-like-glyphs-in-r-graphics-across-devices-platforms-e"
"383","https://stackoverflow.com/questions/3699405/how-to-cbind-or-rbind-different-lengths-vectors-without-repeating-the-elements-o"
"384","https://stackoverflow.com/questions/25376197/split-up-arguments-and-distribute-to-multiple-functions"
"385","https://stackoverflow.com/questions/44015838/cant-download-data-from-yahoo-finance-using-quantmod-in-r"
"386","https://stackoverflow.com/questions/23640594/reading-multiple-files-and-calculating-mean-based-on-user-input"
"387","https://stackoverflow.com/questions/14363085/invalid-multibyte-string-in-read-csv"
"388","https://stackoverflow.com/questions/10917532/memory-allocation-error-cannot-allocate-vector-of-size-75-1-mb"
"389","https://stackoverflow.com/questions/24803361/expand-rows-by-date-range-using-start-and-end-date"
"390","https://stackoverflow.com/questions/16184188/ggplot-facet-piechart-placing-text-in-the-middle-of-pie-chart-slices"
"391","https://stackoverflow.com/questions/7666807/anova-test-fails-on-lme-fits-created-with-pasted-formula"
"392","https://stackoverflow.com/questions/12688717/round-up-from-5-in-r"
"393","https://stackoverflow.com/questions/15575221/why-does-strsplit-use-positive-lookahead-and-lookbehind-assertion-matches-differ"
"394","https://stackoverflow.com/questions/5570293/adding-column-which-contains-bin-value-of-another-column"
"395","https://stackoverflow.com/questions/23026145/how-to-number-label-data-table-by-group-number-from-group-by"
"396","https://stackoverflow.com/questions/4879377/r-masked-functions"
"397","https://stackoverflow.com/questions/13059083/why-and-where-are-n-newline-characters-getting-introduced-to-c"
"398","https://stackoverflow.com/questions/19647875/select-equivalent-rows-a-b-b-a"
"399","https://stackoverflow.com/questions/1330989/rotating-and-spacing-axis-labels-in-ggplot2"
"400","https://stackoverflow.com/questions/2470248/write-lines-of-text-to-a-file-in-r"
"401","https://stackoverflow.com/questions/1535021/whats-the-biggest-r-gotcha-youve-run-across"
"402","https://stackoverflow.com/questions/15059076/call-apply-like-function-on-each-row-of-dataframe-with-multiple-arguments-from-e"
"403","https://stackoverflow.com/questions/1395105/getting-latex-into-r-plots"
"404","https://stackoverflow.com/questions/2617600/importing-data-from-a-json-file-into-r"
"405","https://stackoverflow.com/questions/24459752/can-dplyr-package-be-used-for-conditional-mutating"
"406","https://stackoverflow.com/questions/9564489/opening-all-files-in-a-folder-and-applying-a-function"
"407","https://stackoverflow.com/questions/13383840/select-multiple-columns-in-data-table-by-location"
"408","https://stackoverflow.com/questions/8266915/format-number-as-fixed-width-with-leading-zeros"
"409","https://stackoverflow.com/questions/14976331/use-of-tilde-in-r-programming-language"
"410","https://stackoverflow.com/questions/5992082/how-to-remove-all-whitespace-from-a-string"
"411","https://stackoverflow.com/questions/7262485/options-for-caching-memoization-hashing-in-r"
"412","https://stackoverflow.com/questions/3550341/gantt-charts-with-r"
"413","https://stackoverflow.com/questions/15248815/rgdal-package-installation"
"414","https://stackoverflow.com/questions/3785089/change-the-spacing-of-tick-marks-on-the-axis-of-a-plot"
"415","https://stackoverflow.com/questions/7706876/remove-na-values-from-a-vector"
"416","https://stackoverflow.com/questions/1568511/how-do-i-sort-one-vector-based-on-values-of-another"
"417","https://stackoverflow.com/questions/1376967/using-stat-function-and-facet-wrap-together-in-ggplot2-in-r"
"418","https://stackoverflow.com/questions/7096989/how-to-save-all-console-output-to-file-in-r"
"419","https://stackoverflow.com/questions/4222476/display-a-time-clock-in-the-r-command-line"
"420","https://stackoverflow.com/questions/12018499/how-to-put-labels-over-geom-bar-for-each-bar-in-r-with-ggplot2"
"421","https://stackoverflow.com/questions/18394391/r-custom-legend-for-multiple-layer-ggplot"
"422","https://stackoverflow.com/questions/15396755/using-loops-with-knitr-to-produce-multiple-pdf-reports-need-a-little-help-to"
"423","https://stackoverflow.com/questions/2181902/how-to-use-an-image-as-a-point-in-ggplot"
"424","https://stackoverflow.com/questions/6778908/transpose-a-data-frame"
"425","https://stackoverflow.com/questions/6216968/r-force-local-scope"
"426","https://stackoverflow.com/questions/2067098/how-to-transform-xml-data-into-a-data-frame"
"427","https://stackoverflow.com/questions/3979240/r-plotting-a-3d-surface-from-x-y-z"
"428","https://stackoverflow.com/questions/15875786/dynamically-add-plots-to-web-page-using-shiny"
"429","https://stackoverflow.com/questions/13734368/ggplot2-and-a-stacked-bar-chart-with-negative-values"
"430","https://stackoverflow.com/questions/3452086/getting-path-of-an-r-script"
"431","https://stackoverflow.com/questions/17370853/align-ggplot2-plots-vertically"
"432","https://stackoverflow.com/questions/10438969/fastest-way-to-add-rows-for-missing-values-in-a-data-frame"
"433","https://stackoverflow.com/questions/10758965/how-do-i-rename-files-using-r"
"434","https://stackoverflow.com/questions/27766054/getting-the-top-values-by-group"
"435","https://stackoverflow.com/questions/26210317/installation-of-rodbc-roracle-packages-on-os-x-mavericks"
"436","https://stackoverflow.com/questions/29583849/r-saving-a-plot-in-an-object"
"437","https://stackoverflow.com/questions/24715894/faster-way-to-read-fixed-width-files-in-r"
"438","https://stackoverflow.com/questions/35179151/cannot-load-r-xlsx-package-on-mac-os-10-11"
"439","https://stackoverflow.com/questions/5468280/scale-a-series-between-two-points"
"440","https://stackoverflow.com/questions/23087358/why-is-allow-cartesian-required-at-times-when-when-joining-data-tables-with-dupl"
"441","https://stackoverflow.com/questions/10617702/remove-part-of-string-after"
"442","https://stackoverflow.com/questions/13649019/split-time-series-data-into-time-intervals-say-an-hour-and-then-plot-the-count"
"443","https://stackoverflow.com/questions/16347731/how-to-change-the-locale-of-r-in-rstudio"
"444","https://stackoverflow.com/questions/19553005/data-table-join-then-add-columns-to-existing-data-frame-without-re-copy"
"445","https://stackoverflow.com/questions/23479512/stratified-random-sampling-from-data-frame-in-r"
"446","https://stackoverflow.com/questions/8096313/no-visible-binding-for-global-variable-note-in-r-cmd-check"
"447","https://stackoverflow.com/questions/10002627/ggplot2-0-9-0-automatically-dropping-unused-factor-levels-from-plot-legend"
"448","https://stackoverflow.com/questions/10834382/ggplot2-keep-unused-levels-barplot"
"449","https://stackoverflow.com/questions/1882734/what-is-your-favorite-r-debugging-trick"
"450","https://stackoverflow.com/questions/26308072/operator-inconsistent-in-logical-columns-in-data-table"
"451","https://stackoverflow.com/questions/12044616/alternate-interweave-or-interlace-two-vectors"
"452","https://stackoverflow.com/questions/4090169/elegant-way-to-check-for-missing-packages-and-install-them"
"453","https://stackoverflow.com/questions/2436688/append-an-object-to-a-list-in-r-in-amortized-constant-time-o1"
"454","https://stackoverflow.com/questions/14260340/function-to-clear-the-console-in-r"
"455","https://stackoverflow.com/questions/7963898/extracting-the-last-n-characters-from-a-string-in-r"
"456","https://stackoverflow.com/questions/1309263/rolling-median-algorithm-in-c"
"457","https://stackoverflow.com/questions/5824173/replace-a-value-in-a-data-frame-based-on-a-conditional-if-statement-in-r"
"458","https://stackoverflow.com/questions/17059099/saving-grid-arrange-plot-to-file"
"459","https://stackoverflow.com/questions/9521651/r-and-object-oriented-programming"
"460","https://stackoverflow.com/questions/9968433/sankey-diagrams-in-r"
"461","https://stackoverflow.com/questions/8936099/returning-multiple-objects-in-an-r-function"
"462","https://stackoverflow.com/questions/27027347/mutate-each-summarise-each-in-dplyr-how-do-i-select-certain-columns-and-give"
"463","https://stackoverflow.com/questions/31528981/select-first-and-last-row-from-grouped-data"
"464","https://stackoverflow.com/questions/16356052/control-ggplot2-legend-look-without-affecting-the-plot"
"465","https://stackoverflow.com/questions/25599943/unable-to-install-packages-in-latest-version-of-rstudio-and-r-version-3-1-1"
"466","https://stackoverflow.com/questions/1467201/forcing-garbage-collection-to-run-in-r-with-the-gc-command"
"467","https://stackoverflow.com/questions/11486369/growing-a-data-frame-in-a-memory-efficient-manner"
"468","https://stackoverflow.com/questions/23449319/yaml-current-date-in-rmarkdown"
"469","https://stackoverflow.com/questions/20637248/shiny-4-small-textinput-boxes-side-by-side"
"470","https://stackoverflow.com/questions/8700619/get-specific-object-from-rdata-file"
"471","https://stackoverflow.com/questions/3492379/data-frame-rows-to-a-list"
"472","https://stackoverflow.com/questions/4560459/all-levels-of-a-factor-in-a-model-matrix-in-r"
"473","https://stackoverflow.com/questions/16255579/how-can-i-make-consistent-width-plots-in-ggplot-with-legends"
"474","https://stackoverflow.com/questions/21465411/r-shiny-passing-reactive-to-selectinput-choices"
"475","https://stackoverflow.com/questions/11724311/how-to-add-a-ggplot2-subtitle-with-different-size-and-colour"
"476","https://stackoverflow.com/questions/16513827/r-summarizing-multiple-columns-with-data-table"
"477","https://stackoverflow.com/questions/5526322/examples-of-the-perils-of-globals-in-r-and-stata"
"478","https://stackoverflow.com/questions/17180115/manually-setting-group-colors-for-ggplot2"
"479","https://stackoverflow.com/questions/7906332/how-to-calculate-combination-and-permutation-in-r"
"480","https://stackoverflow.com/questions/6819804/how-to-convert-a-matrix-to-a-list-of-column-vectors-in-r"
"481","https://stackoverflow.com/questions/22945651/how-to-remove-space-between-axis-area-plot-in-ggplot2"
"482","https://stackoverflow.com/questions/11714951/remove-extra-legends-in-ggplot2"
"483","https://stackoverflow.com/questions/15458526/r-pass-variable-column-indices-to-ggplot2"
"484","https://stackoverflow.com/questions/4973898/combining-paste-and-expression-functions-in-plot-labels"
"485","https://stackoverflow.com/questions/11344561/controlling-line-color-and-line-type-in-ggplot-legend"
"486","https://stackoverflow.com/questions/11563154/what-are-replacement-functions-in-r"
"487","https://stackoverflow.com/questions/14800161/how-to-find-the-top-n-values-by-group-or-within-category-groupwise-in-an-r-dat"
"488","https://stackoverflow.com/questions/14958516/looping-through-all-files-in-directory-in-r-applying-multiple-commands"
"489","https://stackoverflow.com/questions/18527051/split-a-large-dataframe-into-a-list-of-data-frames-based-on-common-value-in-colu"
"490","https://stackoverflow.com/questions/9614433/creating-radar-chart-a-k-a-star-plot-spider-plot-using-ggplot2-in-r"
"491","https://stackoverflow.com/questions/3445590/how-to-extract-a-subset-of-a-data-frame-based-on-a-condition-involving-a-field"
"492","https://stackoverflow.com/questions/15063287/add-error-bars-to-show-standard-deviation-on-a-plot-in-r"
"493","https://stackoverflow.com/questions/19470426/r-shiny-add-tabpanel-to-tabsetpanel-dynamically-with-the-use-of-renderui"
"494","https://stackoverflow.com/questions/11095992/generating-all-distinct-permutations-of-a-list-in-r"
"495","https://stackoverflow.com/questions/24771165/r-project-no-applicable-method-for-meta-applied-to-an-object-of-class-charact"
"496","https://stackoverflow.com/questions/5479822/plot-4-curves-in-a-single-plot-with-3-y-axes"
"497","https://stackoverflow.com/questions/29511215/convert-row-names-into-first-column"
"498","https://stackoverflow.com/questions/5688082/ggplot2-overlay-histogram-with-density-curve"
"499","https://stackoverflow.com/questions/11979017/changing-facet-label-to-math-formula-in-ggplot2"
"500","https://stackoverflow.com/questions/25960394/spread-with-data-frame-tibble-with-duplicate-identifiers"
